Visitor ID,District,Month Number,Month,Year,Domestic Visitors,Foreign Visitors,Total Visitors
visitor-1754,Mahabubabad,1,January,2019,13480,0,13480
visitor-1755,Mahabubabad,2,February,2019,13545,0,13545
visitor-1756,Mahabubabad,3,March,2019,13490,0,13490
visitor-1757,Mahabubabad,4,April,2019,12980,0,12980
visitor-1758,Mahabubabad,5,May,2019,11970,0,11970
visitor-1759,Mahabubabad,6,June,2019,11460,0,11460
visitor-176,Medak,7,July,2014,153300,0,153300
visitor-1760,Mahabubabad,7,July,2019,13470,0,13470
visitor-1761,Mahabubabad,8,August,2019,12190,0,12190
visitor-1762,Mahabubabad,9,September,2019,13210,0,13210
visitor-1763,Mahabubabad,10,October,2019,12260,0,12260
visitor-1764,Mahabubabad,11,November,2019,12470,0,12470
visitor-1765,Mahabubabad,12,December,2019,12360,0,12360
visitor-1766,Mahabubnagar,1,January,2019,168082,45,168127
visitor-1767,Mahabubnagar,2,February,2019,798949,29,798978
visitor-1768,Mahabubnagar,3,March,2019,173658,28,173686
visitor-1769,Mahabubnagar,4,April,2019,183268,34,183302
visitor-177,Medak,8,August,2014,216100,0,216100
visitor-1770,Mahabubnagar,5,May,2019,175202,20,175222
visitor-1771,Mahabubnagar,6,June,2019,175853,28,175881
visitor-1772,Mahabubnagar,7,July,2019,100398,47,100445
visitor-1773,Mahabubnagar,8,August,2019,104787,44,104831
visitor-1774,Mahabubnagar,9,September,2019,141387,34,141421
visitor-1775,Mahabubnagar,10,October,2019,130227,37,130264
visitor-1776,Mahabubnagar,11,November,2019,234066,68,234134
visitor-1777,Mahabubnagar,12,December,2019,148938,26,148964
visitor-1778,Mancherial,1,January,2019,18420,0,18420
visitor-1779,Mancherial,2,February,2019,26325,0,26325
visitor-178,Medak,9,September,2014,132600,0,132600
visitor-1780,Mancherial,3,March,2019,16253,0,16253
visitor-1781,Mancherial,4,April,2019,23026,0,23026
visitor-1782,Mancherial,5,May,2019,26616,0,26616
visitor-1783,Mancherial,6,June,2019,24593,0,24593
visitor-1784,Mancherial,7,July,2019,22303,0,22303
visitor-1785,Mancherial,8,August,2019,21191,0,21191
visitor-1786,Mancherial,9,September,2019,24079,0,24079
visitor-1787,Mancherial,10,October,2019,20867,0,20867
visitor-1788,Mancherial,11,November,2019,29302,10,29312
visitor-1789,Mancherial,12,December,2019,16835,0,16835
visitor-179,Medak,10,October,2014,15600,0,15600
visitor-1790,Medak,1,January,2019,400000,0,400000
visitor-1791,Medak,2,February,2019,600000,0,600000
visitor-1792,Medak,3,March,2019,1000000,0,1000000
visitor-1793,Medak,4,April,2019,650000,0,650000
visitor-1794,Medak,5,May,2019,400000,0,400000
visitor-1795,Medak,6,June,2019,300000,0,300000
visitor-1796,Medak,7,July,2019,350000,0,350000
visitor-1797,Medak,8,August,2019,349900,0,349900
visitor-1798,Medak,9,September,2019,350400,0,350400
visitor-1799,Medak,10,October,2019,350000,0,350000
visitor-18,Bhadradri Kothagudem,5,May,2014,0,0,0
visitor-180,Medak,11,November,2014,132300,0,132300
visitor-1800,Medak,11,November,2019,351560,0,351560
visitor-1801,Medak,12,December,2019,350710,0,350710
visitor-1802,Medchal,1,January,2019,0,0,0
visitor-1803,Medchal,2,February,2019,0,0,0
visitor-1804,Medchal,3,March,2019,0,0,0
visitor-1805,Medchal,4,April,2019,0,0,0
visitor-1806,Medchal,5,May,2019,0,0,0
visitor-1807,Medchal,6,June,2019,0,0,0
visitor-1808,Medchal,7,July,2019,0,0,0
visitor-1809,Medchal,8,August,2019,0,0,0
visitor-181,Medak,12,December,2014,523000,0,523000
visitor-1810,Medchal,9,September,2019,0,0,0
visitor-1811,Medchal,10,October,2019,0,0,0
visitor-1812,Medchal,11,November,2019,0,0,0
visitor-1813,Medchal,12,December,2019,0,0,0
visitor-1814,Mulugu,1,January,2019,0,0,0
visitor-1815,Mulugu,2,February,2019,159640,45,159685
visitor-1816,Mulugu,3,March,2019,156610,40,156650
visitor-1817,Mulugu,4,April,2019,152570,40,152610
visitor-1818,Mulugu,5,May,2019,154550,40,154590
visitor-1819,Mulugu,6,June,2019,163480,50,163530
visitor-182,Medchal,1,January,2014,0,0,0
visitor-1820,Mulugu,7,July,2019,167700,55,167755
visitor-1821,Mulugu,8,August,2019,171050,50,171100
visitor-1822,Mulugu,9,September,2019,172900,60,172960
visitor-1823,Mulugu,10,October,2019,172500,60,172560
visitor-1824,Mulugu,11,November,2019,173700,70,173770
visitor-1825,Mulugu,12,December,2019,175100,65,175165
visitor-1826,Nagarkurnool,1,January,2019,228812,35,228847
visitor-1827,Nagarkurnool,2,February,2019,286258,15,286273
visitor-1828,Nagarkurnool,3,March,2019,184508,14,184522
visitor-1829,Nagarkurnool,4,April,2019,121460,18,121478
visitor-183,Medchal,2,February,2014,0,0,0
visitor-1830,Nagarkurnool,5,May,2019,184372,14,184386
visitor-1831,Nagarkurnool,6,June,2019,184508,14,184522
visitor-1832,Nagarkurnool,7,July,2019,93450,17,93467
visitor-1833,Nagarkurnool,8,August,2019,118010,22,118032
visitor-1834,Nagarkurnool,9,September,2019,175712,7,175719
visitor-1835,Nagarkurnool,10,October,2019,196160,3,196163
visitor-1836,Nagarkurnool,11,November,2019,121425,30,121455
visitor-1837,Nagarkurnool,12,December,2019,198637,10,198647
visitor-1838,Nalgonda,1,January,2019,21284,0,21284
visitor-1839,Nalgonda,2,February,2019,13697,0,13697
visitor-184,Medchal,3,March,2014,0,0,0
visitor-1840,Nalgonda,3,March,2019,8467,0,8467
visitor-1841,Nalgonda,4,April,2019,7202,0,7202
visitor-1842,Nalgonda,5,May,2019,26338,0,26338
visitor-1843,Nalgonda,6,June,2019,5558,0,5558
visitor-1844,Nalgonda,7,July,2019,19783,0,19783
visitor-1845,Nalgonda,8,August,2019,7473,0,7473
visitor-1846,Nalgonda,9,September,2019,5230,0,5230
visitor-1847,Nalgonda,10,October,2019,5290,0,5290
visitor-1848,Nalgonda,11,November,2019,7177,0,7177
visitor-1849,Nalgonda,12,December,2019,13419,0,13419
visitor-185,Medchal,4,April,2014,0,0,0
visitor-1850,Narayanpet,1,January,2019,0,0,0
visitor-1851,Narayanpet,2,February,2019,0,0,0
visitor-1852,Narayanpet,3,March,2019,0,0,0
visitor-1853,Narayanpet,4,April,2019,0,0,0
visitor-1854,Narayanpet,5,May,2019,0,0,0
visitor-1855,Narayanpet,6,June,2019,0,0,0
visitor-1856,Narayanpet,7,July,2019,68842,0,68842
visitor-1857,Narayanpet,8,August,2019,72249,0,72249
visitor-1858,Narayanpet,9,September,2019,62841,0,62841
visitor-1859,Narayanpet,10,October,2019,58213,0,58213
visitor-186,Medchal,5,May,2014,0,0,0
visitor-1860,Narayanpet,11,November,2019,62750,0,62750
visitor-1861,Narayanpet,12,December,2019,64355,5,64360
visitor-1862,Nirmal,1,January,2019,313675,0,313675
visitor-1863,Nirmal,2,February,2019,443898,0,443898
visitor-1864,Nirmal,3,March,2019,424964,0,424964
visitor-1865,Nirmal,4,April,2019,327971,0,327971
visitor-1866,Nirmal,5,May,2019,149705,0,149705
visitor-1867,Nirmal,6,June,2019,349747,0,349747
visitor-1868,Nirmal,7,July,2019,359495,0,359495
visitor-1869,Nirmal,8,August,2019,334646,0,334646
visitor-187,Medchal,6,June,2014,0,0,0
visitor-1870,Nirmal,9,September,2019,299827,0,299827
visitor-1871,Nirmal,10,October,2019,263412,0,263412
visitor-1872,Nirmal,11,November,2019,253388,0,253388
visitor-1873,Nirmal,12,December,2019,296050,0,296050
visitor-1874,Nizamabad,1,January,2019,878,0,878
visitor-1875,Nizamabad,2,February,2019,915,1,916
visitor-1876,Nizamabad,3,March,2019,938,0,938
visitor-1877,Nizamabad,4,April,2019,958,0,958
visitor-1878,Nizamabad,5,May,2019,1193,0,1193
visitor-1879,Nizamabad,6,June,2019,686,0,686
visitor-188,Medchal,7,July,2014,0,0,0
visitor-1880,Nizamabad,7,July,2019,990,0,990
visitor-1881,Nizamabad,8,August,2019,1004,0,1004
visitor-1882,Nizamabad,9,September,2019,6572,0,6572
visitor-1883,Nizamabad,10,October,2019,8849,0,8849
visitor-1884,Nizamabad,11,November,2019,11950,0,11950
visitor-1885,Nizamabad,12,December,2019,11400,0,11400
visitor-1886,Peddapalli,1,January,2019,1055,0,1055
visitor-1887,Peddapalli,2,February,2019,1157,0,1157
visitor-1888,Peddapalli,3,March,2019,895,0,895
visitor-1889,Peddapalli,4,April,2019,942,0,942
visitor-189,Medchal,8,August,2014,0,0,0
visitor-1890,Peddapalli,5,May,2019,802,0,802
visitor-1891,Peddapalli,6,June,2019,735,0,735
visitor-1892,Peddapalli,7,July,2019,1085,0,1085
visitor-1893,Peddapalli,8,August,2019,1505,0,1505
visitor-1894,Peddapalli,9,September,2019,1785,0,1785
visitor-1895,Peddapalli,10,October,2019,2080,0,2080
visitor-1896,Peddapalli,11,November,2019,2225,0,2225
visitor-1897,Peddapalli,12,December,2019,2315,0,2315
visitor-1898,Rajanna Sircilla,1,January,2019,6188298,0,6188298
visitor-1899,Rajanna Sircilla,2,February,2019,1015550,0,1015550
visitor-19,Bhadradri Kothagudem,6,June,2014,0,0,0
visitor-190,Medchal,9,September,2014,0,0,0
visitor-1900,Rajanna Sircilla,3,March,2019,1444971,0,1444971
visitor-1901,Rajanna Sircilla,4,April,2019,1148062,0,1148062
visitor-1902,Rajanna Sircilla,5,May,2019,1018131,0,1018131
visitor-1903,Rajanna Sircilla,6,June,2019,1128849,0,1128849
visitor-1904,Rajanna Sircilla,7,July,2019,422961,0,422961
visitor-1905,Rajanna Sircilla,8,August,2019,586118,0,586118
visitor-1906,Rajanna Sircilla,9,September,2019,501293,0,501293
visitor-1907,Rajanna Sircilla,10,October,2019,646492,0,646492
visitor-1908,Rajanna Sircilla,11,November,2019,1259371,0,1259371
visitor-1909,Rajanna Sircilla,12,December,2019,1472801,0,1472801
visitor-191,Medchal,10,October,2014,0,0,0
visitor-1910,Ranga Reddy,1,January,2019,0,0,0
visitor-1911,Ranga Reddy,2,February,2019,0,0,0
visitor-1912,Ranga Reddy,3,March,2019,0,0,0
visitor-1913,Ranga Reddy,4,April,2019,0,0,0
visitor-1914,Ranga Reddy,5,May,2019,0,0,0
visitor-1915,Ranga Reddy,6,June,2019,0,0,0
visitor-1916,Ranga Reddy,7,July,2019,0,0,0
visitor-1917,Ranga Reddy,8,August,2019,0,0,0
visitor-1918,Ranga Reddy,9,September,2019,0,0,0
visitor-1919,Ranga Reddy,10,October,2019,0,0,0
visitor-192,Medchal,11,November,2014,0,0,0
visitor-1920,Ranga Reddy,11,November,2019,0,0,0
visitor-1921,Ranga Reddy,12,December,2019,0,0,0
visitor-1922,Sangareddy,1,January,2019,144000,0,144000
visitor-1923,Sangareddy,2,February,2019,148000,0,148000
visitor-1924,Sangareddy,3,March,2019,747000,0,747000
visitor-1925,Sangareddy,4,April,2019,205000,0,205000
visitor-1926,Sangareddy,5,May,2019,133000,0,133000
visitor-1927,Sangareddy,6,June,2019,347000,0,347000
visitor-1928,Sangareddy,7,July,2019,467000,0,467000
visitor-1929,Sangareddy,8,August,2019,466150,0,466150
visitor-193,Medchal,12,December,2014,0,0,0
visitor-1930,Sangareddy,9,September,2019,468350,0,468350
visitor-1931,Sangareddy,10,October,2019,467470,0,467470
visitor-1932,Sangareddy,11,November,2019,481720,0,481720
visitor-1933,Sangareddy,12,December,2019,478470,0,478470
visitor-1934,Siddipet,1,January,2019,140793,0,140793
visitor-1935,Siddipet,2,February,2019,199549,0,199549
visitor-1936,Siddipet,3,March,2019,204600,0,204600
visitor-1937,Siddipet,4,April,2019,184412,0,184412
visitor-1938,Siddipet,5,May,2019,110500,0,110500
visitor-1939,Siddipet,6,June,2019,1037000,0,1037000
visitor-194,Nagarkurnool,1,January,2014,0,0,0
visitor-1940,Siddipet,7,July,2019,179320,0,179320
visitor-1941,Siddipet,8,August,2019,190750,0,190750
visitor-1942,Siddipet,9,September,2019,122550,0,122550
visitor-1943,Siddipet,10,October,2019,191330,0,191330
visitor-1944,Siddipet,11,November,2019,209130,0,209130
visitor-1945,Siddipet,12,December,2019,217930,0,217930
visitor-1946,Suryapet,1,January,2019,0,0,0
visitor-1947,Suryapet,2,February,2019,0,0,0
visitor-1948,Suryapet,3,March,2019,0,0,0
visitor-1949,Suryapet,4,April,2019,0,0,0
visitor-195,Nagarkurnool,2,February,2014,0,0,0
visitor-1950,Suryapet,5,May,2019,0,0,0
visitor-1951,Suryapet,6,June,2019,0,0,0
visitor-1952,Suryapet,7,July,2019,0,0,0
visitor-1953,Suryapet,8,August,2019,0,0,0
visitor-1954,Suryapet,9,September,2019,0,0,0
visitor-1955,Suryapet,10,October,2019,0,0,0
visitor-1956,Suryapet,11,November,2019,0,0,0
visitor-1957,Suryapet,12,December,2019,0,0,0
visitor-1958,Vikarabad,1,January,2019,0,0,0
visitor-1959,Vikarabad,2,February,2019,0,0,0
visitor-196,Nagarkurnool,3,March,2014,0,0,0
visitor-1960,Vikarabad,3,March,2019,0,0,0
visitor-1961,Vikarabad,4,April,2019,0,0,0
visitor-1962,Vikarabad,5,May,2019,0,0,0
visitor-1963,Vikarabad,6,June,2019,0,0,0
visitor-1964,Vikarabad,7,July,2019,0,0,0
visitor-1965,Vikarabad,8,August,2019,0,0,0
visitor-1966,Vikarabad,9,September,2019,0,0,0
visitor-1967,Vikarabad,10,October,2019,0,0,0
visitor-1968,Vikarabad,11,November,2019,0,0,0
visitor-1969,Vikarabad,12,December,2019,0,0,0
visitor-197,Nagarkurnool,4,April,2014,0,0,0
visitor-1970,Wanaparthy,1,January,2019,28131,0,28131
visitor-1971,Wanaparthy,2,February,2019,22342,0,22342
visitor-1972,Wanaparthy,3,March,2019,20050,0,20050
visitor-1973,Wanaparthy,4,April,2019,23749,0,23749
visitor-1974,Wanaparthy,5,May,2019,20010,0,20010
visitor-1975,Wanaparthy,6,June,2019,20050,0,20050
visitor-1976,Wanaparthy,7,July,2019,32625,0,32625
visitor-1977,Wanaparthy,8,August,2019,35860,0,35860
visitor-1978,Wanaparthy,9,September,2019,21375,0,21375
visitor-1979,Wanaparthy,10,October,2019,21234,0,21234
visitor-198,Nagarkurnool,5,May,2014,0,0,0
visitor-1980,Wanaparthy,11,November,2019,32657,0,32657
visitor-1981,Wanaparthy,12,December,2019,20556,0,20556
visitor-1982,Warangal (Rural),1,January,2019,28700,0,28700
visitor-1983,Warangal (Rural),2,February,2019,28800,0,28800
visitor-1984,Warangal (Rural),3,March,2019,29000,0,29000
visitor-1985,Warangal (Rural),4,April,2019,26900,0,26900
visitor-1986,Warangal (Rural),5,May,2019,24900,0,24900
visitor-1987,Warangal (Rural),6,June,2019,27100,0,27100
visitor-1988,Warangal (Rural),7,July,2019,28600,0,28600
visitor-1989,Warangal (Rural),8,August,2019,31600,0,31600
visitor-199,Nagarkurnool,6,June,2014,0,0,0
visitor-1990,Warangal (Rural),9,September,2019,32600,0,32600
visitor-1991,Warangal (Rural),10,October,2019,31100,0,31100
visitor-1992,Warangal (Rural),11,November,2019,32150,0,32150
visitor-1993,Warangal (Rural),12,December,2019,32050,0,32050
visitor-1994,Warangal (Urban),1,January,2019,151545,175,151720
visitor-1995,Warangal (Urban),2,February,2019,157755,200,157955
visitor-1996,Warangal (Urban),3,March,2019,154305,200,154505
visitor-1997,Warangal (Urban),4,April,2019,150425,190,150615
visitor-1998,Warangal (Urban),5,May,2019,143230,175,143405
visitor-1999,Warangal (Urban),6,June,2019,144400,195,144595
visitor-2,Adilabad,1,January,2014,792136,5,792141
visitor-20,Bhadradri Kothagudem,7,July,2014,0,0,0
visitor-200,Nagarkurnool,7,July,2014,0,0,0
visitor-2000,Warangal (Urban),7,July,2019,145440,185,145625
visitor-2001,Warangal (Urban),8,August,2019,148030,230,148260
visitor-2002,Warangal (Urban),9,September,2019,151070,240,151310
visitor-2003,Warangal (Urban),10,October,2019,147450,220,147670
visitor-2004,Warangal (Urban),11,November,2019,153880,230,154110
visitor-2005,Warangal (Urban),12,December,2019,147700,210,147910
visitor-2006,Yadadri Bhongir,1,January,2019,479293,0,479293
visitor-2007,Yadadri Bhongir,2,February,2019,56525,0,56525
visitor-2008,Yadadri Bhongir,3,March,2019,481923,0,481923
visitor-2009,Yadadri Bhongir,4,April,2019,441150,0,441150
visitor-201,Nagarkurnool,8,August,2014,0,0,0
visitor-2010,Yadadri Bhongir,5,May,2019,345790,0,345790
visitor-2011,Yadadri Bhongir,6,June,2019,370566,0,370566
visitor-2012,Yadadri Bhongir,7,July,2019,332770,0,332770
visitor-2013,Yadadri Bhongir,8,August,2019,389010,0,389010
visitor-2014,Yadadri Bhongir,9,September,2019,366862,0,366862
visitor-2015,Yadadri Bhongir,10,October,2019,381860,0,381860
visitor-2016,Yadadri Bhongir,11,November,2019,365990,0,365990
visitor-2017,Yadadri Bhongir,12,December,2019,477635,0,477635
visitor-2018,Adilabad,1,January,2020,621850,0,621850
visitor-2019,Adilabad,2,February,2020,29421,0,29421
visitor-202,Nagarkurnool,9,September,2014,0,0,0
visitor-2020,Adilabad,3,March,2020,9430,0,9430
visitor-2021,Adilabad,4,April,2020,0,0,0
visitor-2022,Adilabad,5,May,2020,0,0,0
visitor-2023,Adilabad,6,June,2020,1909,0,1909
visitor-2024,Adilabad,7,July,2020,549,0,549
visitor-2025,Adilabad,8,August,2020,654,0,654
visitor-2026,Adilabad,9,September,2020,3978,0,3978
visitor-2027,Adilabad,10,October,2020,15128,0,15128
visitor-2028,Adilabad,11,November,2020,27525,0,27525
visitor-2029,Adilabad,12,December,2020,61403,0,61403
visitor-203,Nagarkurnool,10,October,2014,201050,0,201050
visitor-2030,Bhadradri Kothagudem,1,January,2020,269310,0,269310
visitor-2031,Bhadradri Kothagudem,2,February,2020,238140,0,238140
visitor-2032,Bhadradri Kothagudem,3,March,2020,79871,0,79871
visitor-2033,Bhadradri Kothagudem,4,April,2020,0,0,0
visitor-2034,Bhadradri Kothagudem,5,May,2020,0,0,0
visitor-2035,Bhadradri Kothagudem,6,June,2020,15399,0,15399
visitor-2036,Bhadradri Kothagudem,7,July,2020,15130,0,15130
visitor-2037,Bhadradri Kothagudem,8,August,2020,26350,0,26350
visitor-2038,Bhadradri Kothagudem,9,September,2020,30957,0,30957
visitor-2039,Bhadradri Kothagudem,10,October,2020,49203,0,49203
visitor-204,Nagarkurnool,11,November,2014,188786,0,188786
visitor-2040,Bhadradri Kothagudem,11,November,2020,76900,0,76900
visitor-2041,Bhadradri Kothagudem,12,December,2020,80842,0,80842
visitor-2042,Hyderabad,1,January,2020,1157153,25174,1182327
visitor-2043,Hyderabad,2,February,2020,868641,16521,885162
visitor-2044,Hyderabad,3,March,2020,321650,3724,325374
visitor-2045,Hyderabad,4,April,2020,0,0,0
visitor-2046,Hyderabad,5,May,2020,0,0,0
visitor-2047,Hyderabad,6,June,2020,0,0,0
visitor-2048,Hyderabad,7,July,2020,0,0,0
visitor-2049,Hyderabad,8,August,2020,0,0,0
visitor-205,Nagarkurnool,12,December,2014,198637,0,198637
visitor-2050,Hyderabad,9,September,2020,21861,6,21867
visitor-2051,Hyderabad,10,October,2020,167510,76,167586
visitor-2052,Hyderabad,11,November,2020,272276,128,272404
visitor-2053,Hyderabad,12,December,2020,442895,230,443125
visitor-2054,Jagtial,1,January,2020,340174,0,340174
visitor-2055,Jagtial,2,February,2020,186484,0,186484
visitor-2056,Jagtial,3,March,2020,347014,0,347014
visitor-2057,Jagtial,4,April,2020,0,0,0
visitor-2058,Jagtial,5,May,2020,0,0,0
visitor-2059,Jagtial,6,June,2020,14228,0,14228
visitor-206,Nalgonda,1,January,2014,566515,10,566525
visitor-2060,Jagtial,7,July,2020,41752,0,41752
visitor-2061,Jagtial,8,August,2020,34496,0,34496
visitor-2062,Jagtial,9,September,2020,83012,0,83012
visitor-2063,Jagtial,10,October,2020,83004,0,83004
visitor-2064,Jagtial,11,November,2020,154438,0,154438
visitor-2065,Jagtial,12,December,2020,155757,0,155757
visitor-2066,Jangaon,1,January,2020,28150,0,28150
visitor-2067,Jangaon,2,February,2020,26390,0,26390
visitor-2068,Jangaon,3,March,2020,21430,0,21430
visitor-2069,Jangaon,4,April,2020,0,0,0
visitor-207,Nalgonda,2,February,2014,539467,0,539467
visitor-2070,Jangaon,5,May,2020,0,0,0
visitor-2071,Jangaon,6,June,2020,0,0,0
visitor-2072,Jangaon,7,July,2020,2600,0,2600
visitor-2073,Jangaon,8,August,2020,2750,0,2750
visitor-2074,Jangaon,9,September,2020,2700,0,2700
visitor-2075,Jangaon,10,October,2020,3050,0,3050
visitor-2076,Jangaon,11,November,2020,12070,0,12070
visitor-2077,Jangaon,12,December,2020,11860,0,11860
visitor-2078,Jayashankar Bhupalpally,1,January,2020,50500,0,50500
visitor-2079,Jayashankar Bhupalpally,2,February,2020,59000,0,59000
visitor-208,Nalgonda,3,March,2014,619462,0,619462
visitor-2080,Jayashankar Bhupalpally,3,March,2020,34200,0,34200
visitor-2081,Jayashankar Bhupalpally,4,April,2020,0,0,0
visitor-2082,Jayashankar Bhupalpally,5,May,2020,0,0,0
visitor-2083,Jayashankar Bhupalpally,6,June,2020,0,0,0
visitor-2084,Jayashankar Bhupalpally,7,July,2020,5600,0,5600
visitor-2085,Jayashankar Bhupalpally,8,August,2020,7000,0,7000
visitor-2086,Jayashankar Bhupalpally,9,September,2020,7600,0,7600
visitor-2087,Jayashankar Bhupalpally,10,October,2020,8000,0,8000
visitor-2088,Jayashankar Bhupalpally,11,November,2020,15000,0,15000
visitor-2089,Jayashankar Bhupalpally,12,December,2020,15200,0,15200
visitor-209,Nalgonda,4,April,2014,601253,0,601253
visitor-2090,Jogulamba Gadwal,1,January,2020,146441,36,146477
visitor-2091,Jogulamba Gadwal,2,February,2020,481110,6,481116
visitor-2092,Jogulamba Gadwal,3,March,2020,24013,0,24013
visitor-2093,Jogulamba Gadwal,4,April,2020,0,0,0
visitor-2094,Jogulamba Gadwal,5,May,2020,0,0,0
visitor-2095,Jogulamba Gadwal,6,June,2020,26013,0,26013
visitor-2096,Jogulamba Gadwal,7,July,2020,88182,0,88182
visitor-2097,Jogulamba Gadwal,8,August,2020,106925,0,106925
visitor-2098,Jogulamba Gadwal,9,September,2020,131485,0,131485
visitor-2099,Jogulamba Gadwal,10,October,2020,116753,0,116753
visitor-21,Bhadradri Kothagudem,8,August,2014,0,0,0
visitor-210,Nalgonda,5,May,2014,628872,0,628872
visitor-2100,Jogulamba Gadwal,11,November,2020,228325,0,228325
visitor-2101,Jogulamba Gadwal,12,December,2020,184380,0,184380
visitor-2102,Kamareddy,1,January,2020,45,0,45
visitor-2103,Kamareddy,2,February,2020,42,0,42
visitor-2104,Kamareddy,3,March,2020,30,0,30
visitor-2105,Kamareddy,4,April,2020,0,0,0
visitor-2106,Kamareddy,5,May,2020,0,0,0
visitor-2107,Kamareddy,6,June,2020,0,0,0
visitor-2108,Kamareddy,7,July,2020,38,0,38
visitor-2109,Kamareddy,8,August,2020,42,0,42
visitor-211,Nalgonda,6,June,2014,551239,0,551239
visitor-2110,Kamareddy,9,September,2020,55,0,55
visitor-2111,Kamareddy,10,October,2020,39,0,39
visitor-2112,Kamareddy,11,November,2020,46,0,46
visitor-2113,Kamareddy,12,December,2020,48,0,48
visitor-2114,Karimnagar,1,January,2020,12057,0,12057
visitor-2115,Karimnagar,2,February,2020,8359,0,8359
visitor-2116,Karimnagar,3,March,2020,6100,0,6100
visitor-2117,Karimnagar,4,April,2020,0,0,0
visitor-2118,Karimnagar,5,May,2020,0,0,0
visitor-2119,Karimnagar,6,June,2020,540,0,540
visitor-212,Nalgonda,7,July,2014,582820,0,582820
visitor-2120,Karimnagar,7,July,2020,850,0,850
visitor-2121,Karimnagar,8,August,2020,2500,0,2500
visitor-2122,Karimnagar,9,September,2020,2250,0,2250
visitor-2123,Karimnagar,10,October,2020,3258,0,3258
visitor-2124,Karimnagar,11,November,2020,4100,0,4100
visitor-2125,Karimnagar,12,December,2020,4200,0,4200
visitor-2126,Khammam,1,January,2020,114752,0,114752
visitor-2127,Khammam,2,February,2020,114417,0,114417
visitor-2128,Khammam,3,March,2020,57137,0,57137
visitor-2129,Khammam,4,April,2020,0,0,0
visitor-213,Nalgonda,8,August,2014,988102,0,988102
visitor-2130,Khammam,5,May,2020,0,0,0
visitor-2131,Khammam,6,June,2020,12806,0,12806
visitor-2132,Khammam,7,July,2020,9104,0,9104
visitor-2133,Khammam,8,August,2020,7942,0,7942
visitor-2134,Khammam,9,September,2020,9078,0,9078
visitor-2135,Khammam,10,October,2020,27858,0,27858
visitor-2136,Khammam,11,November,2020,40647,0,40647
visitor-2137,Khammam,12,December,2020,37084,0,37084
visitor-2138,Kumaram Bheem Asifabad,1,January,2020,2463,0,2463
visitor-2139,Kumaram Bheem Asifabad,2,February,2020,1593,0,1593
visitor-214,Nalgonda,9,September,2014,742402,0,742402
visitor-2140,Kumaram Bheem Asifabad,3,March,2020,812,0,812
visitor-2141,Kumaram Bheem Asifabad,4,April,2020,0,0,0
visitor-2142,Kumaram Bheem Asifabad,5,May,2020,0,0,0
visitor-2143,Kumaram Bheem Asifabad,6,June,2020,60,0,60
visitor-2144,Kumaram Bheem Asifabad,7,July,2020,56,0,56
visitor-2145,Kumaram Bheem Asifabad,8,August,2020,55,0,55
visitor-2146,Kumaram Bheem Asifabad,9,September,2020,165,0,165
visitor-2147,Kumaram Bheem Asifabad,10,October,2020,533,0,533
visitor-2148,Kumaram Bheem Asifabad,11,November,2020,637,0,637
visitor-2149,Kumaram Bheem Asifabad,12,December,2020,649,0,649
visitor-215,Nalgonda,10,October,2014,3508,0,3508
visitor-2150,Mahabubabad,1,January,2020,12290,0,12290
visitor-2151,Mahabubabad,2,February,2020,12180,0,12180
visitor-2152,Mahabubabad,3,March,2020,8300,0,8300
visitor-2153,Mahabubabad,4,April,2020,0,0,0
visitor-2154,Mahabubabad,5,May,2020,0,0,0
visitor-2155,Mahabubabad,6,June,2020,0,0,0
visitor-2156,Mahabubabad,7,July,2020,1400,0,1400
visitor-2157,Mahabubabad,8,August,2020,1800,0,1800
visitor-2158,Mahabubabad,9,September,2020,1950,0,1950
visitor-2159,Mahabubabad,10,October,2020,2200,0,2200
visitor-216,Nalgonda,11,November,2014,21046,0,21046
visitor-2160,Mahabubabad,11,November,2020,3450,0,3450
visitor-2161,Mahabubabad,12,December,2020,3370,0,3370
visitor-2162,Mahabubnagar,1,January,2020,122530,45,122575
visitor-2163,Mahabubnagar,2,February,2020,552303,29,552332
visitor-2164,Mahabubnagar,3,March,2020,25577,0,25577
visitor-2165,Mahabubnagar,4,April,2020,0,0,0
visitor-2166,Mahabubnagar,5,May,2020,0,0,0
visitor-2167,Mahabubnagar,6,June,2020,20956,0,20956
visitor-2168,Mahabubnagar,7,July,2020,60255,0,60255
visitor-2169,Mahabubnagar,8,August,2020,73928,0,73928
visitor-217,Nalgonda,12,December,2014,13775,0,13775
visitor-2170,Mahabubnagar,9,September,2020,135984,0,135984
visitor-2171,Mahabubnagar,10,October,2020,94083,0,94083
visitor-2172,Mahabubnagar,11,November,2020,98683,0,98683
visitor-2173,Mahabubnagar,12,December,2020,111514,0,111514
visitor-2174,Mancherial,1,January,2020,25661,0,25661
visitor-2175,Mancherial,2,February,2020,41809,0,41809
visitor-2176,Mancherial,3,March,2020,9855,0,9855
visitor-2177,Mancherial,4,April,2020,0,0,0
visitor-2178,Mancherial,5,May,2020,0,0,0
visitor-2179,Mancherial,6,June,2020,210,0,210
visitor-218,Nirmal,1,January,2014,0,0,0
visitor-2180,Mancherial,7,July,2020,290,0,290
visitor-2181,Mancherial,8,August,2020,302,0,302
visitor-2182,Mancherial,9,September,2020,2758,0,2758
visitor-2183,Mancherial,10,October,2020,4745,0,4745
